name,sex,NameCount,Rand
Amede,M,245,"0,524237592"
Amedee,F,160,"0,610609042"
Amedee,M,4731,"0,096370591"
Amedeo,M,6,"0,327050813"
Amedine,F,4,"0,615419153"
Ameena,F,3,"0,196930276"
Amel,M,3,"0,584579239"
Amel,F,9643,"0,351953837"
Amele,F,60,"0,869072164"
Amelia,F,813,"0,596229579"
Amélia,F,7589,"0,455679733"
Amelie,F,404,"0,240204632"
Amélie,F,94138,"0,764089435"
Amélie,M,16,"0,609420477"
Amelien,M,3,"0,309032229"
Amélien,M,3,"0,355000511"
Amelina,F,52,"0,035509021"
Ameline,F,790,"0,158641191"
Améline,F,9,"0,192097963"
Amelio,M,3,"0,55971406"
Amelius,M,40,"0,181621055"
Amelle,F,572,"0,343753095"
Amely,F,6,"0,941143259"
Amély,F,7,"0,423375489"
Amelya,F,47,"0,091429826"
Amélya,F,84,"0,280095928"
Amelyne,F,3,"0,935318669"
Amena,F,3,"0,501356506"
Amen-Allah,M,3,"0,508830702"
Ameni,F,3,"0,254909432"
Amer,M,3,"0,158108505"
Americo,M,23,"0,129338929"
Amerouche,M,3,"0,685940889"
Amets,M,19,"0,668784793"
Ameur,M,16,"0,089280019"
Ameziane,M,3,"0,860759122"
Ami,F,9,"0,22740548"
Amicie,F,165,"0,187585457"
Amidou,M,3,"0,197832084"
Amiel,M,9,"0,077186175"
Amilcar,M,8,"0,004896809"
Amin,M,2012,"0,703106277"
Amîn,M,6,"0,162345524"
Amina,F,10149,"0,156214117"
Aminat,F,6,"0,189180428"
Aminata,F,5920,"0,775205024"
Aminatou,F,9,"0,733281459"
Amine,M,21149,"0,976497201"
Amine,F,9,"0,16601436"
Amir,M,10339,"0,13225397"
Amira,F,5503,"0,738496257"
Amjad,M,391,"0,143772666"
Amjed,M,24,"0,331282677"
Ammar,M,36,"0,816099905"
Amna,F,93,"0,75679091"
Amode,M,35,"0,225610479"
Amokrane,M,4,"0,548255143"
Amor,M,61,"0,629626651"
Amory,M,34,"0,857339294"
Amos,M,69,"0,930504275"
Amour,F,56,"0,774972235"
Amour,M,126,"0,163289594"
Amparo,F,77,"0,350805902"
Amr,M,6,"0,323686557"
Amy,F,1925,"0,870031245"
Amyna,F,3,"0,689716167"
Amyr,M,3,"0,579180449"
Ana,F,8021,"0,967461217"
Anabel,F,73,"0,378672363"
Anabela,F,291,"0,088294985"
Ana-Bela,F,13,"0,159926267"
Anabella,F,24,"0,033466816"
Anabelle,F,647,"0,429688472"
Anaclet,M,34,"0,53185657"
Ana-Cristina,F,3,"0,942633884"
Anae,F,2396,"0,198877788"
Anaé,F,3233,"0,119267124"
Anaë,F,482,"0,770751094"
Anaee,F,3,"0,151061085"
Anael,M,343,"0,63940373"
Anael,F,373,"0,18090858"
Anaël,M,167,"0,554662398"
Anaël,F,43,"0,125387648"
Anaele,F,27,"0,692344763"
Anaelle,F,16328,"0,842408429"
Anaëlle,F,4618,"0,770962344"
Anahé,F,4,"0,878759284"
Anahide,F,3,"0,134974482"
Anahit,F,6,"0,726497793"
Anahita,F,18,"0,35564301"
Anaia,F,3,"0,453408027"
Anaïa,F,22,"0,696407286"
Anaick,F,6,"0,438743789"
Anaig,F,13,"0,423416403"
Anaik,F,3,"0,668922757"
Anais,F,3302,"0,58684301"
Anaïs,F,127338,"0,211068494"
Anaise,F,369,"0,765097322"
Anaiz,F,3,"0,495402235"
Anakin,M,31,"0,224330011"
Analya,F,3,"0,466385911"
Anamaria,F,7,"0,291665104"
Ana-Maria,F,206,"0,872072233"
Ananya,F,4,"0,049448104"
Ana-Paula,F,18,"0,500044281"
Anas,M,6898,"0,639155956"
Anass,M,977,"0,580101987"
Anasse,M,29,"0,518342167"
Anastacia,F,13,"0,334975638"
Anastase,M,322,"0,778569888"
Anastase,F,3,"0,969135116"
Anastasia,F,4620,"0,348610442"
Anastasie,M,7,"0,606363754"
Anastasie,F,1826,"0,727791282"
Anastassia,F,31,"0,126090635"
Anasthase,M,32,"0,337631584"
Anasthasia,F,55,"0,504300736"
Anasthasie,F,129,"0,312932932"
Anathalie,F,13,"0,18302965"
Anathilde,F,3,"0,984029856"
Anatole,F,28,"0,052056484"
Anatole,M,5982,"0,108184888"
Anatolie,F,32,"0,741896363"
Anatoline,F,13,"0,253136279"
Anaya,F,391,"0,911664317"
Anayah,F,6,"0,666890959"
Anays,F,9,"0,992652585"
Ancelin,M,22,"0,850771382"
Anceline,F,4,"0,932484439"
Andde,M,32,"0,422200131"
Andeol,M,19,"0,263295515"
Andéol,M,3,"0,005435534"
Ander,M,22,"0,179620752"
Anderson,M,384,"0,712369489"
Andgel,M,6,"0,284535551"
Andi,M,6,"0,87032398"
Andjaly,F,6,"0,517149881"
Andjela,F,13,"0,079721747"
Andoche,M,173,"0,939732262"
Andoche,F,84,"0,56424578"
Andoni,M,459,"0,265852922"
Andony,M,15,"0,69370977"
Andra,F,22,"0,719366631"
Andre,M,88,"0,383203506"
André,M,709651,"0,444599654"
André,F,65,"0,561953786"
Andrea,M,2607,"0,848901024"
Andrea,F,1078,"0,661014628"
Andréa,M,3757,"0,627305719"
Andréa,F,39503,"0,89897166"
Andreane,F,10,"0,793378501"
Andreanne,F,16,"0,006973002"
Andreas,M,1441,"0,343525418"
Andréas,M,278,"0,577856029"
Andrée,M,3,"0,312580282"
Andrée,F,214007,"0,694836794"
Andreea,F,56,"0,373639596"
Andrei,M,235,"0,299667777"
Andreï,M,3,"0,466045208"
Andreia,F,175,"0,626924118"
Andreline,F,9,"0,538006057"
André-Marie,M,18,"0,056241778"
Andrena,F,3,"0,866804259"
André-Pierre,M,54,"0,644574623"
Andres,M,153,"0,331056226"
Andrés,M,12,"0,502331075"
Andrese,F,3,"0,574999922"
Andresia,F,3,"0,179307189"
Andresine,F,3,"0,039133838"
Andressa,F,7,"0,761912965"
Andrette,F,3,"0,113208752"
Andreus,M,7,"0,782041544"
Andrew,M,1744,"0,774996422"
Andreze,F,3,"0,716599773"
Andria,M,217,"0,418808973"
Andriano,M,3,"0,838523469"
Andrijana,F,3,"0,424176401"
Andris,M,3,"0,653685898"
Andry,M,18,"0,210619873"
Andy,M,9676,"0,442623403"
Andy,F,3,"0,232718261"
Anea,F,3,"0,807433219"
Anel,M,3,"0,929786783"
Anelia,F,13,"0,026639241"
Anélia,F,12,"0,445859195"
Anelie,F,4,"0,512089513"
Anelka,M,7,"0,141945263"
Anella,F,3,"0,642098602"
Anelor,M,9,"0,587595465"
Anélya,F,13,"0,021837375"
Anelyse,F,3,"0,488962633"
Anemone,F,4,"0,824060555"
Anes,M,603,"0,781357888"
Anès,M,37,"0,608550567"
Anesie,F,9,"0,332381589"
Aness,M,24,"0,870308327"
Anette,F,3,"0,941169683"
Aneya,F,6,"0,173095667"
Anfal,F,37,"0,549899649"
Anfel,F,57,"0,068078518"
Ange,M,14568,"0,752235981"
Ange,F,1289,"0,524229967"
Ange-Antoine,M,3,"0,348055793"
Ange-Baptiste,M,3,"0,798797364"
Angebert,M,47,"0,493703729"
Ange-François,M,9,"0,505417043"
Angel,M,4614,"0,947561297"
Angel,F,190,"0,882817151"
Angela,F,5171,"0,731324517"
Angéla,F,43,"0,215572049"
Angelbert,M,6,"0,519139335"
Angele,F,226,"0,08121028"
Angèle,M,45,"0,374314822"
Angèle,F,66154,"0,651947208"
Angeles,F,14,"0,072586328"
Angeli,M,10,"0,110430442"
Angelia,F,3,"0,345675806"
Angelica,F,184,"0,965370436"
Angelie,F,34,"0,242864316"
Angelien,M,3,"0,273157489"
Angelika,F,7,"0,93224455"
Angelin,M,204,"0,685239618"
Angelina,F,14826,"0,820758301"
Angélina,F,828,"0,165723592"
Angeline,F,7593,"0,235775595"
Angéline,F,226,"0,076950154"
Angelino,M,3,"0,78959923"
Angeliqua,F,3,"0,238008265"
Angelique,F,73986,"0,111068802"
Angélique,F,13789,"0,424055207"
Angèlique,F,3,"0,840709004"
Angelita,F,18,"0,386047939"
Angelito,M,13,"0,811964223"
Angella,F,18,"0,159258644"
Angelle,F,9,"0,861204632"
Angelo,M,8213,"0,837851598"
Angélo,M,50,"0,667873958"
Ange-Louis,M,3,"0,11587914"
Angely,M,71,"0,955295811"
Angely,F,4,"0,652485683"
Angelyna,F,6,"0,305337148"
Angelyne,F,6,"0,465355936"
Ange-Marie,F,37,"0,086752098"
Ange-Marie,M,146,"0,843452451"
Ange-Mathieu,M,4,"0,884832729"
Anges,F,6,"0,022689899"
Anges,M,6,"0,236223014"
Ange-Toussaint,M,3,"0,031824186"
Anghjula,F,6,"0,219727361"
Anghjulina,F,83,"0,985895884"
Anghjulu,M,26,"0,853393573"
Angie,F,967,"0,291573352"
Angus,M,10,"0,895051472"
Angy,F,8,"0,879760003"
Angy,M,15,"0,132917721"
Anh,F,9,"0,345737269"
Anh,M,15,"0,371885519"
Ani,F,23,"0,320521173"
Ania,F,693,"0,773829142"
Anibal,M,3,"0,642379812"
Anic,F,9,"0,886523098"
Anice,M,12,"0,128602088"
Anicet,M,869,"0,9781795"
Anicet,F,73,"0,458030049"
Anicette,F,270,"0,237806456"
Anick,F,1532,"0,673199696"
Anie,F,65,"0,821274594"
Aniel,M,29,"0,894680889"
Aniela,F,197,"0,441366646"
Aniele,F,4,"0,967866113"
Anielle,F,35,"0,397901961"
Anifa,F,10,"0,708818807"
Anik,M,3,"0,017790051"
Anik,F,12,"0,969751003"
Anika,F,3,"0,197674017"
Anil,M,52,"0,396529252"
Anila,F,3,"0,252589885"
Anique,F,18,"0,121529435"
Anir,M,123,"0,820338363"
Anis,M,7674,"0,293518535"
Anisa,F,10,"0,477990056"
Anise,F,185,"0,142886826"
Anish,M,10,"0,568159944"
Anisha,F,3,"0,766615672"
Aniss,M,215,"0,294929509"
Anissa,F,16511,"0,73826136"
Anissah,F,3,"0,297448172"
Anisse,M,149,"0,512034005"
Anissia,F,9,"0,611888286"
Anita,F,24698,"0,538886933"
Anite,F,62,"0,786033779"
Anitha,F,4,"0,435386939"
Anjali,F,144,"0,393933069"
Anjalie,F,23,"0,281064665"
Anjaly,F,12,"0,206237724"
Anjela,F,6,"0,236188386"
Ann,F,102,"0,931855878"
Anna,F,107614,"0,184405678"
Annabel,F,962,"0,105676682"
Annabella,F,122,"0,157972222"
Annabelle,F,15772,"0,463058562"
Anna-Christina,F,4,"0,936076794"
Anna-Dea,F,40,"0,424484514"
Annaé,F,11,"0,352635332"
Annael,F,38,"0,473629458"
Annaelle,F,2558,"0,492888996"
Annaëlle,F,612,"0,535489825"
Annah,F,55,"0,494246444"
Annaick,F,463,"0,664927327"
Annaïck,F,13,"0,928390758"
Annaig,F,406,"0,107864052"
Annaïg,F,52,"0,284469436"
Annaik,F,24,"0,277012921"
Annais,F,3,"0,202466232"
Anna-Lesia,F,10,"0,62019305"
Anna-Lia,F,12,"0,413209115"
Anna-Lisa,F,3,"0,920753109"
Anna-Livia,F,32,"0,90828769"
Anna-Lou,F,15,"0,235312059"
Anna-Maria,F,530,"0,31160157"
Anna-Marie,F,3,"0,920716238"
Anna-Rose,F,19,"0,643675788"
Anne,F,362888,"0,798173709"
Anne,M,109,"0,98052913"
Annea,F,8,"0,239479507"
Anne-Aymone,F,3,"0,125672517"
Anne-Carole,F,13,"0,242042732"
Anne-Caroline,F,61,"0,268698058"
Anne-Catherine,F,1003,"0,321231668"
Anne-Cécile,F,2757,"0,29498341"
Anne-Céline,F,57,"0,314700344"
Anne-Chantal,F,12,"0,342446252"
Anne-Charlotte,F,2658,"0,22784469"
Anne-Christelle,F,3,"0,646918514"
Anne-Christine,F,349,"0,589955281"
Annecie,F,6,"0,994247118"
Anne-Claire,F,4078,"0,716095875"
Anne-Claude,F,174,"0,944869468"
Anne-Clémence,F,3,"0,876370924"
Annecy,F,207,"0,427370534"
Anne-Dominique,F,12,"0,886067935"
Anne-Elisabeth,F,65,"0,072432023"
Anne-Elise,F,7,"0,062705444"
Anne-Emilie,F,7,"0,26882628"
Anne-Emmanuelle,F,140,"0,102304925"
Anne-Eva,F,3,"0,539596338"
Anne-Fleur,F,3,"0,141334348"
Anne-Flore,F,65,"0,783717002"
Anne-Florence,F,23,"0,287789331"
Anne-France,F,333,"0,084707967"
Anne-Françoise,F,940,"0,662519787"
Anne-Frédérique,F,15,"0,563440087"
Anne-Gael,F,18,"0,629507984"
Anne-Gaël,F,3,"0,311053015"
Anne-Gaelle,F,1165,"0,767460759"
Anne-Gaëlle,F,151,"0,390838352"
Anne-Hélène,F,276,"0,038044202"
Anne-Isabelle,F,48,"0,304472717"
Anne-José,F,3,"0,228725602"
Anne-Julie,F,57,"0,717906933"
Anne-Karine,F,3,"0,271346796"
Anne-Laure,F,18488,"0,497663607"
Anne-Laurence,F,34,"0,855642426"
Anneliese,F,548,"0,458761028"
Anneline,F,10,"0,830477421"
Anne-Line,F,3,"0,471002216"
Annelise,F,517,"0,335264586"
Anne-Lise,F,5004,"0,15448924"
Annelle,F,3,"0,38579885"
Annelore,F,3,"0,224827583"
Anne-Lorraine,F,3,"0,780071316"
Anne-Louise,F,9,"0,535668424"
Annelyse,F,22,"0,373426904"
Anne-Lyse,F,56,"0,622855354"
Anne-Maelle,F,3,"0,183944397"
Annemarie,F,122,"0,756001973"
Anne-Marie,F,96764,"0,663151007"
Anne-Marine,F,6,"0,004343522"
Anne-Michèle,F,11,"0,646133619"
Anne-Pascale,F,18,"0,89555145"
Anne-Sandrine,F,3,"0,04020615"
Anne-Sarah,F,70,"0,068278075"
Anne-Soizic,F,6,"0,395426764"
Anne-Solène,F,23,"0,310743781"
Anne-Sophie,F,30527,"0,040742964"
Anne-Stéphanie,F,6,"0,993590491"
Anne-Sylvie,F,54,"0,869032367"
Annet,M,347,"0,684928803"
Anne-Thérèse,F,35,"0,795494192"
Annette,F,29992,"0,356469536"
Anne-Valérie,F,142,"0,427547636"
Anne-Véronique,F,3,"0,271106038"
Anne-Victoire,F,15,"0,238820521"
Anne-Yvonne,F,124,"0,431455994"
Anni,F,70,"0,59146832"
Annia,F,4,"0,803978332"
Annibal,M,3,"0,978200599"
Annic,F,514,"0,159394266"
Annick,M,6,"0,491232572"
Annick,F,129423,"0,665577979"
Annie,F,207417,"0,273739564"
Annie-Christine,F,4,"0,563299325"
Annie-Claire,F,18,"0,817973097"
Annie-Claude,F,751,"0,767405551"
Annie-Flore,F,3,"0,382796331"
Annie-France,F,245,"0,978745584"
Annie-Marie,F,10,"0,922642637"
Annie-Paule,F,3,"0,156368647"
Annie-Rose,F,20,"0,844519408"
Annik,F,1335,"0,587183486"
Annika,F,3,"0,285095307"
Annine,F,3,"0,797876202"
Annique,F,3,"0,462525946"
Annise,F,22,"0,350142736"
Annissa,F,18,"0,183321826"
Annita,F,457,"0,701119006"
Annoncia,F,169,"0,354252486"
Annonciade,F,1126,"0,669920165"
Annonciat,F,25,"0,436230418"
Annonciat,M,3,"0,432791324"
Annonciation,F,57,"0,811820069"
Annoncy,M,3,"0,959247494"
Annouk,F,3,"0,055491573"
Annunziata,F,3,"0,858935177"
Annwen,F,3,"0,278240901"
Annwenn,F,35,"0,259907708"
Anny,F,7170,"0,080449694"
Annyck,F,26,"0,496191144"
Anny-Claude,F,12,"0,249406448"
Annyvonne,F,39,"0,161580149"
Anoir,M,3,"0,103809629"
Anoki,M,3,"0,519525651"
Anonyme,F,164,"0,121493645"
Anonyme,M,285,"0,43517532"
Anouar,M,500,"0,804915558"
Anouchka,F,273,"0,411041702"
Anouck,F,910,"0,03860753"
Anouk,F,6966,"0,838022193"
Anoushka,F,3,"0,464567352"
Anousone,M,3,"0,876904608"
Ansar,M,3,"0,640249958"
Anselme,M,1196,"0,245513823"
Anselme,F,184,"0,53559376"
Anta,F,14,"0,219300291"
Anthea,F,264,"0,824898668"
Anthéa,F,29,"0,892271698"
Anthelme,M,200,"0,440538198"
Anthelmette,F,8,"0,170438228"
Anthelmine,F,38,"0,014191972"
Anthime,M,344,"0,32419894"
Anthonin,M,239,"0,731284492"
Anthonio,M,3,"0,76512094"
Anthonny,M,3,"0,143437515"
Anthony,M,171894,"0,344211051"
Anthonyn,M,4,"0,454406083"
Anthyme,M,92,"0,800866699"
Antime,M,3,"0,125214018"
Antinea,F,3,"0,309258392"
Antinéa,F,3,"0,25861067"
Anto,M,9,"0,58552245"
Antoine,M,273963,"0,994464159"
Antoine,F,158,"0,120972759"
Antoine-Joseph,M,3,"0,304761407"
Antoine-Marie,M,16,"0,012670221"
Antoinette,F,69674,"0,635654342"
Antoinise,F,104,"0,0175688"
Anton,M,2819,"0,922415851"
Antone,M,216,"0,163956781"
Antonella,F,403,"0,149837587"
Antonello,M,16,"0,073847095"
Antoni,M,323,"0,66797712"
Antonia,F,6672,"0,314878742"
Antonie,F,238,"0,046782604"
Antonie,M,36,"0,238083207"
Antonietta,F,223,"0,120645719"
Antonin,M,35949,"0,677683673"
Antonina,F,100,"0,416171485"
Antonine,F,1757,"0,508021214"
Antonino,M,249,"0,944178977"
Antonio,M,15904,"0,756884434"
Antonn,M,23,"0,706342685"
Antonny,M,3,"0,844968007"
Antony,M,14114,"0,366839949"
Antranik,M,3,"0,12154493"
Antton,M,561,"0,73406299"
Anuar,M,3,"0,18057748"
Anushka,F,17,"0,470801743"
Anwar,M,59,"0,714714348"
Any,F,118,"0,942982125"
Anya,F,619,"0,891145568"
Anys,M,15,"0,713200111"
Anyse,F,18,"0,0214423"
Anyssa,F,65,"0,612066563"
Anziza,F,3,"0,057663103"
Aodhan,M,3,"0,26862849"
Aodren,M,57,"0,710036477"
Aouatef,F,3,"0,484029308"
Aouatif,F,3,"0,666079132"
Aouicha,F,3,"0,980823607"
Aouregan,F,3,"0,851447833"
Apoline,F,49,"0,349666431"
Apollin,M,3,"0,24774737"
Apollinaire,F,6,"0,001191824"
Apollinaire,M,32,"0,216397072"
Apolline,F,14045,"0,761889321"
Apollon,M,3,"0,218477797"
Apollonie,M,4,"0,964400519"
Apollonie,F,71,"0,275075435"
Apolonie,F,3,"0,0579448"
Appolina,F,22,"0,823874252"
Appolinaire,M,287,"0,502777834"
Appolinaire,F,76,"0,579524638"
Appoline,F,572,"0,413908767"
Appollinaire,M,4,"0,160778991"
Appollonie,F,3,"0,48578631"
Appolon,M,3,"0,770128216"
Appolonie,F,158,"0,763315144"
April,F,316,"0,019628632"
Arab,M,20,"0,411454817"
Araba,F,3,"0,599391266"
Arabelle,F,3,"0,037478237"
Araceli,F,7,"0,359915139"
Aram,M,19,"0,822577664"
Aramata,F,4,"0,693498886"
Arame,F,4,"0,550350009"
Aramis,M,18,"0,593435655"
Arantxa,F,83,"0,337508614"
Aras,M,34,"0,421307837"
Arbi,M,6,"0,326888325"
Arbia,F,3,"0,078179353"
Arcade,M,360,"0,161150467"
Arcade,F,150,"0,943879801"
Arcadius,M,6,"0,414523219"
Archad,M,3,"0,115354519"
Archange,M,12,"0,026637643"
Archibald,M,209,"0,424498949"
Arda,M,816,"0,85443208"
Areski,M,57,"0,481939489"
Arezki,M,257,"0,356579607"
Argan,M,4,"0,149948438"
Argentine,F,196,"0,538438437"
Argitxu,F,86,"0,249589863"
Arham,M,3,"0,202243371"
Ari,M,155,"0,193649551"
Aria,F,1166,"0,978094951"
Arian,M,3,"0,314033902"
Ariana,F,252,"0,892153488"
Ariane,F,6560,"0,203724524"
Arianna,F,16,"0,653778451"
Arianne,F,14,"0,874206594"
Arie,M,110,"0,50954395"
Arié,M,57,"0,611544249"
Ariel,F,47,"0,266528621"
Ariel,M,771,"0,399082595"
Ariele,F,30,"0,589178866"
Ariella,F,3,"0,497153609"
Arielle,F,1632,"0,473458679"
Arif,M,18,"0,867049586"
Arife,F,3,"0,532036681"
Arige,F,3,"0,686283754"
Arij,F,162,"0,595078499"
Arije,F,18,"0,000167626"
Ariles,M,6,"0,527780563"
Arille,M,3,"0,588757017"
Arin,F,18,"0,979586379"
Arina,F,6,"0,256614602"
Aris,M,190,"0,37931785"
Arish,M,9,"0,128761415"
Arisha,F,3,"0,191726503"
Arista,F,91,"0,044209219"
Ariste,M,482,"0,587280043"
Aristide,F,52,"0,166185502"
Aristide,M,4363,"0,751210244"
Aristote,M,11,"0,488293919"
Aritz,M,19,"0,767871928"
Arizona,F,12,"0,167750006"
Arjin,F,3,"0,762284383"
Arjun,M,13,"0,696385333"
Arkaitz,M,3,"0,579193104"
Arkan,M,3,"0,126673623"
Arlene,F,3,"0,604153243"
Arlete,F,7,"0,38771644"
Arlette,F,76468,"0,753656262"
Arletty,F,10,"0,84390122"
Arlindo,M,9,"0,976340789"
Arlo,M,3,"0,412101615"
Armaan,M,7,"0,240139961"
Arman,M,102,"0,456288044"
Armance,F,435,"0,069538539"
Armand,M,60447,"0,331731244"
Armanda,F,4,"0,583082109"
Armande,F,7714,"0,130980855"
Armandine,F,3258,"0,123309856"
Armando,M,358,"0,624279949"
Armani,M,6,"0,152867748"
Armantine,F,246,"0,892596673"
Armel,F,26,"0,114867731"
Armel,M,3300,"0,92499509"
Armele,F,3,"0,341925311"
Armelle,F,22400,"0,8172307"
Armen,M,22,"0,253439515"
Armide,F,55,"0,987417677"
Armin,M,23,"0,334614016"
Arminda,F,9,"0,144893826"
Armindo,M,11,"0,044459793"
Armon,M,19,"0,80063114"
Armoni,F,5,"0,713474305"
Armonia,F,3,"0,995512764"
Armonie,F,6,"0,780420632"
Armony,F,31,"0,032289835"
Arnaldo,M,7,"0,532892145"
Arnaud,M,131915,"0,39421634"
Arnaude,F,3,"0,001751217"
Arnauld,M,730,"0,426997444"
Arnault,M,297,"0,491468384"
Arno,M,965,"0,041454314"
Arnold,M,693,"0,115271152"
Arnould,M,45,"0,220994036"
Arnoux,M,3,"0,10880854"
Arold,M,3,"0,34618977"
Aron,M,966,"0,72042561"
Arona,M,3,"0,854523796"
Arone,M,15,"0,22100044"
Aronn,M,49,"0,688245412"
Aroun,M,3,"0,410014277"
Arouna,M,9,"0,792577464"
Arouny,F,3,"0,317246081"
Arris,M,18,"0,050897844"
Arron,M,3,"0,897004527"
Arry,M,12,"0,392398545"
Arsen,M,7,"0,005620008"
Arsene,M,10515,"0,695132586"
Arsene,F,705,"0,384994228"
Arsène,M,1970,"0,819206686"
Arsenio,M,3,"0,759771251"
Arslan,M,15,"0,37736957"
Arslane,M,8,"0,177600071"
Artemis,F,9,"0,952146812"
Artémis,F,18,"0,459131213"
Artemise,F,3,"0,462152676"
Arthemise,F,112,"0,207000868"
Arthemon,M,11,"0,154055573"
Arthur,F,20,"0,784856359"
Arthur,M,114036,"0,800266224"
Arthurine,F,6,"0,285288645"
Arthus,M,470,"0,312088453"
Arto,M,12,"0,406255125"
Artur,M,110,"0,270890202"
Arturo,M,29,"0,13586272"
Artus,M,181,"0,613999085"
Arujan,M,3,"0,020086784"
Arvin,M,6,"0,758308768"
Arwa,F,218,"0,281361531"
Arwen,F,738,"0,464329288"
Arwenn,F,43,"0,367598351"
Ary,M,273,"0,000170047"
Arya,F,984,"0,918928521"
Aryam,F,6,"0,864226017"
Aryan,M,9,"0,420530176"
Arzu,F,45,"0,613785353"
Asaël,M,17,"0,619304329"
Asaf,M,3,"0,793751287"
Ascension,F,43,"0,01225223"
Aseel,F,3,"0,040604021"
Asel,F,12,"0,138814386"
Asen,M,11,"0,394501795"
Ashanti,F,13,"0,534799709"
Ashanty,F,9,"0,288096586"
Asher,M,12,"0,927372818"
Ashley,F,3276,"0,856071955"
Ashley,M,14,"0,047945648"
Ashna,F,3,"0,828667728"
Ashraf,M,3,"0,018219537"
Ashton,M,19,"0,711410822"
Ashvika,F,6,"0,821400589"
Ashvin,M,21,"0,391575817"
Ashwin,M,81,"0,041814593"
Asia,F,62,"0,922044769"
Asil,F,3,"0,363688302"
Asiya,F,15,"0,562995267"
Aslam,M,14,"0,86495119"
Aslan,M,41,"0,269242057"
Asli,F,43,"0,548203561"
Asma,F,6312,"0,873457118"
Asmaa,F,569,"0,391425804"
Asmae,F,160,"0,462098432"
Asmahan,F,3,"0,726466631"
Asmin,F,82,"0,872080209"
Asmina,F,13,"0,783571178"
Asmine,F,6,"0,044841932"
Asmitha,F,5,"0,971743867"
Asna,F,18,"0,867317592"
Assa,F,1547,"0,534538613"
Assad,M,32,"0,81282462"
Assala,F,6,"0,698527777"
Assan,M,7,"0,094357707"
Assanatou,F,3,"0,793892244"
Assane,M,51,"0,139974182"
Assata,F,3,"0,49551943"
Asser,M,6,"0,717182014"
Asseta,F,3,"0,819725078"
Assetou,F,178,"0,450885416"
Assia,F,14847,"0,331839298"
Assil,M,118,"0,597577076"
Assil,F,501,"0,971901074"
Assile,F,87,"0,749910863"
Assim,M,67,"0,852070519"
Assina,F,8,"0,417432844"
Assirem,M,3,"0,429333299"
Assita,F,12,"0,967331074"
Assitan,F,55,"0,64369116"
Assiya,F,1092,"0,325039885"
Assiyah,F,41,"0,391135366"
Assma,F,74,"0,305087889"
Assomption,F,254,"0,790096394"
Assunta,F,53,"0,949886354"
Assya,F,2509,"0,147236359"
Assyah,F,6,"0,989028441"
Assyl,F,3,"0,463181617"
Asta,F,9,"0,83560521"
Astan,F,14,"0,551974599"
Aster,F,3,"0,020880434"
Aston,M,3,"0,56480043"
Astor,M,3,"0,30778424"
Astou,F,50,"0,89958769"
Astree,F,29,"0,103751091"
Astrée,F,10,"0,646996735"
Astrid,F,13384,"0,894417251"
Astride,F,2204,"0,773726319"
Asuncion,F,8,"0,761209818"
Aswin,M,4,"0,369649336"
Asya,F,671,"0,038069806"
Atef,M,81,"0,251197107"
Athalia,F,3,"0,326329924"
Athanase,M,736,"0,291054856"
Athanase,F,116,"0,986741268"
Athanasia,F,3,"0,980303196"
Athanasie,F,12,"0,022753503"
Athavan,M,3,"0,421766047"
Athena,F,167,"0,976238662"
Athéna,F,242,"0,355323189"
Athenais,F,759,"0,343903912"
Athenaïs,F,6,"0,672221881"
Athénaïs,F,499,"0,66291316"
Athina,F,15,"0,594929311"
Athmane,M,3,"0,80209818"
Atika,F,75,"0,879238015"
Atila,M,3,"0,76495004"
Atilla,M,44,"0,801427287"
Atlas,M,4,"0,143005346"
Atmane,M,3,"0,903362052"
Attale,F,6,"0,489248972"
Attale,M,23,"0,941625404"
Attila,M,10,"0,379551318"
Attilio,M,100,"0,989306938"
Attilius,M,6,"0,808101475"
Aubane,F,118,"0,14772127"
Auberi,F,3,"0,764637204"
Auberie,F,3,"0,286815006"
Aubert,M,116,"0,724734649"
Aubert,F,6,"0,998059175"
Auberte,F,10,"0,889969797"
Aubertine,F,3,"0,894920404"
Aubierge,F,51,"0,605111684"
Aubierge,M,19,"0,018157625"
Aubin,M,3875,"0,37662768"
Aubin,F,38,"0,834782999"
Aubry,M,19,"0,936500526"
Aude,M,34,"0,625406818"
Aude,F,28693,"0,682291334"
Audebert,M,27,"0,64651058"
Aude-Emmanuelle,F,3,"0,844652165"
Audelia,F,16,"0,875929706"
Audélia,F,6,"0,72261373"
Audeline,F,21,"0,958239237"
Aude-Line,F,3,"0,141604378"
Aude-Marie,F,6,"0,430719982"
Audette,F,3,"0,444925235"
Audran,M,72,"0,262379769"
Audray,F,13,"0,530028821"
Audren,M,6,"0,657812397"
Audren,F,6,"0,210485747"
Audrey,M,116,"0,679434054"
Audrey,F,140183,"0,471734304"
Audric,M,523,"0,706761725"
Audrick,M,3,"0,179012407"
Audrina,F,9,"0,147479675"
Audry,M,3,"0,635460389"
August,M,11,"0,223351883"
Augusta,F,15300,"0,537765755"
Augustave,M,69,"0,130228524"
Auguste,F,58,"0,398480177"
Auguste,M,78909,"0,831242398"
Augustin,M,35294,"0,568131306"
Augustin,F,13,"0,879051765"
Augustina,F,381,"0,922340627"
Augustine,F,36979,"0,171517517"
Augusto,M,59,"0,410514412"
Aura,F,11,"0,439809797"
Aurane,F,59,"0,813673256"
Aure,F,86,"0,570154473"
